"","age","female","married","employed","edu","ftotval","inctot","health"
"3240",51,1,1,1,16,159040,66020,2
"3241",51,1,1,0,12,59794,9060,3
"3242",59,1,0,1,12,20001,20001,4
"3243",26,1,1,0,12,0,0,2
"3244",60,0,0,1,12,243120,117060,3
"3245",31,1,0,1,14,81002,60000,2
"3246",25,1,1,0,14,33002,0,1
"3247",44,1,1,1,18,138704,58222,1
"3248",35,1,0,1,6,64000,12000,3
"3249",34,0,1,1,18,287149,109227,1
"3250",46,0,1,1,16,291840,210020,2
"3251",26,0,0,1,12,118000,23000,1
"3252",47,1,1,1,18,254694,79695,1
"3253",41,0,1,1,14,85672,65024,3
"3254",47,1,1,1,16,206310,105000,1
"3255",52,0,1,1,14,79014,52012,4
"3256",38,1,0,0,14,50000,0,4
"3257",55,1,0,0,12,-9949,-9949,5
"3258",21,1,0,1,14,324756,7962,1
"3259",28,0,0,1,12,45149,16000,1
"3260",22,0,0,1,14,142552,40000,2
"3261",31,0,1,1,14,16000,16000,4
"3262",45,0,1,1,16,115397,113097,2
"3263",64,0,1,0,12,26073,26057,2
"3264",63,1,0,0,12,0,0,4
"3265",55,0,1,1,16,112002,90002,3
"3266",50,1,1,0,12,68049,0,2
"3267",40,0,1,1,14,205162,133000,3
"3268",57,0,1,1,14,162954,71802,3
"3269",20,1,0,1,16,43500,1500,2
"3270",64,1,0,1,12,27000,27000,1
"3271",38,1,1,0,12,67014,28000,1
"3272",34,0,1,1,14,64535,40525,3
"3273",38,1,1,1,16,163020,63010,1
"3274",42,1,1,1,6,86000,15000,3
"3275",28,1,0,1,16,125010,125010,1
"3276",44,0,1,1,18,424325,350915,2
"3277",21,1,0,0,14,30000,30000,2
"3278",36,1,1,1,18,124509,68507,2
"3279",36,0,1,1,18,285006,145003,1
"3280",51,0,0,1,12,25000,25000,3
"3281",37,0,1,1,12,93505,58400,2
"3282",55,1,0,1,14,33293,33293,1
"3283",26,0,0,1,12,21000,21000,2
"3284",43,0,0,1,16,71130,16000,3
"3285",27,1,1,0,12,32000,0,2
"3286",22,1,0,0,12,60774,18065,2
"3287",37,0,1,1,18,220629,95048,1
"3288",26,0,0,1,16,66567,66567,3
"3289",29,1,0,1,16,0,0,1
"3290",58,0,1,1,19,924999,722000,1
"3291",49,1,1,1,16,41076,30000,2
"3292",29,1,1,0,12,45000,17000,3
"3293",59,1,0,1,14,30089,30089,1
"3294",19,1,0,0,12,0,0,1
"3295",24,0,0,1,16,272045,33025,2
"3296",60,0,1,1,14,171727,159727,4
"3297",50,0,1,0,12,45000,30000,1
"3298",45,1,0,1,12,50865,50865,1
"3299",35,0,1,1,16,113810,50405,1
"3300",43,1,0,1,14,38461,38461,1
"3301",57,1,1,0,19,14459,0,1
"3302",58,1,1,1,14,73534,27607,2
"3303",31,0,0,1,16,125009,125009,1
"3304",39,1,0,1,12,50790,33789,2
"3305",49,1,1,1,16,47028,47014,2
"3306",27,0,0,1,14,155851,24000,1
"3307",53,0,1,1,12,46000,41000,1
"3308",55,1,1,0,12,115063,25,3
"3309",31,1,0,0,12,0,0,1
"3310",49,1,1,1,21,120000,60000,2
"3311",56,0,1,1,14,110034,110017,1
"3312",25,0,0,1,16,180731,23001,1
"3313",39,1,1,0,10,14938,2135,3
"3314",44,1,1,1,16,64574,14004,1
"3315",33,0,0,0,14,86047,0,3
"3316",31,1,0,0,12,42883,42883,4
"3317",33,0,1,1,18,163104,81002,1
"3318",29,0,0,1,4,54000,18000,2
"3319",30,0,1,1,16,80402,80402,2
"3320",39,1,1,1,16,168200,54100,1
"3321",44,0,1,1,12,83373,30000,3
"3322",46,0,0,1,16,1099999,1099999,2
"3323",55,1,1,1,18,155052,71026,1
"3324",40,0,0,0,9,13194,8796,2
"3325",46,1,1,1,10,57000,10000,3
"3326",49,1,1,0,6,74000,0,1
"3327",31,1,1,0,12,40000,0,1
"3328",26,1,0,1,14,97088,27030,3
"3329",23,0,0,1,16,53058,53058,1
"3330",40,1,0,1,12,41000,41000,2
"3331",32,1,0,0,12,22565,9276,4
"3332",49,0,1,1,14,124000,95000,3
"3333",34,1,1,1,14,68680,35680,2
"3334",59,1,0,0,11,9492,9492,2
"3335",46,0,0,1,16,70069,70069,1
"3336",33,1,0,1,12,20008,20008,1
"3337",19,1,1,1,12,55001,16000,3
"3338",43,0,1,1,12,75500,75500,1
"3339",43,1,1,1,12,54162,21000,3
"3340",62,1,1,0,14,17820,0,2
"3341",59,0,1,1,14,79800,27800,1
"3342",56,1,1,1,14,71816,26808,2
"3343",30,0,1,1,18,70000,70000,1
"3344",50,1,0,1,12,81104,81104,1
"3345",32,1,0,1,16,17205,17205,1
"3346",56,1,0,1,12,21569,2120,2
"3347",44,0,1,0,14,20000,18000,3
"3348",55,1,0,0,16,1003,1003,2
"3349",56,0,1,1,12,207086,60000,4
"3350",30,1,1,0,19,84010,5,1
"3351",36,1,1,0,18,62800,7800,1
"3352",48,1,1,1,16,124606,46600,2
"3353",58,0,1,1,0,56000,20000,4
"3354",37,1,0,1,14,25000,25000,2
"3355",47,1,0,1,14,43000,43000,3
"3356",40,1,1,1,0,66000,22000,3
"3357",48,0,1,1,12,105089,52000,3
"3358",37,1,1,0,21,52000,0,3
"3359",55,0,1,1,18,59832,45569,3
"3360",32,1,0,0,8,6596,6596,3
"3361",39,1,1,1,16,82112,60000,4
"3362",40,1,1,1,14,128540,100029,2
"3363",33,1,1,1,18,388100,206050,1
"3364",33,1,1,0,16,127000,0,3
"3365",30,0,0,1,12,112000,29000,3
"3366",31,0,1,1,14,62012,22005,1
"3367",48,1,1,1,16,87000,70000,2
"3368",22,1,1,1,14,64010,21004,1
"3369",21,0,0,0,12,56164,8760,4
"3370",47,1,1,1,16,115443,90081,1
"3371",42,1,1,1,16,177610,48204,1
"3372",37,0,1,1,12,659485,47323,3
"3373",54,1,0,1,16,60000,60000,3
"3374",29,0,1,1,14,44770,22735,1
"3375",55,0,1,1,12,248000,203000,2
"3376",55,1,1,1,16,396000,125000,2
"3377",20,1,0,0,14,19955,1500,2
"3378",41,1,1,1,16,132162,62081,1
"3379",28,0,0,0,12,20000,20000,1
"3380",42,1,1,0,16,56156,0,2
"3381",45,1,0,0,8,22825,8820,5
"3382",35,0,0,1,12,25000,25000,2
"3383",37,1,1,1,14,94400,38200,2
"3384",36,1,1,1,12,46600,1300,4
"3385",29,1,1,1,18,85389,48132,1
"3386",20,0,0,1,14,138989,28026,1
"3387",62,1,1,0,12,45962,20402,2
"3388",42,1,1,0,12,20000,0,2
"3389",48,0,1,1,16,259688,259011,1
"3390",34,1,1,0,16,0,0,3
"3391",22,0,0,0,14,0,0,2
"3392",33,1,1,1,12,83020,25120,3
"3393",38,1,1,1,16,61651,207,5
"3394",20,0,0,1,12,73070,14052,1
"3395",28,1,0,1,14,49200,49200,2
"3396",31,0,0,1,16,37008,37008,1
"3397",31,1,0,1,16,77000,48000,4
"3398",54,0,1,1,18,51716,6716,1
"3399",43,1,0,1,16,41855,41855,2
"3400",20,1,0,1,12,27300,27300,2
"3401",39,0,1,1,14,116190,69115,2
"3402",49,1,1,1,14,87749,10760,2
"3403",19,0,0,1,12,86654,30190,1
"3404",39,1,1,1,12,67764,33646,3
"3405",29,1,0,1,12,44015,44015,4
"3406",53,1,1,0,8,25000,0,2
"3407",28,1,0,1,14,30000,30000,2
"3408",49,1,1,1,12,100179,50661,1
"3409",24,1,1,1,14,80459,4500,3
"3410",55,0,0,1,21,250404,250404,1
"3411",37,0,1,1,12,29103,29103,2
"3412",45,1,0,1,19,110715,38012,2
"3413",44,1,0,0,14,27410,27410,4
"3414",26,0,0,1,16,28185,28185,1
"3415",49,0,1,0,8,23196,12876,5
"3416",57,1,1,1,18,188134,35104,1
"3417",27,0,1,1,12,22000,22000,2
"3418",64,1,0,0,12,15919,10319,4
"3419",58,0,1,1,14,165506,69002,3
"3420",36,0,1,1,21,82793,75485,2
"3421",38,0,1,0,21,906770,2285,1
"3422",31,0,1,1,11,19200,12000,4
"3423",55,0,1,1,14,280000,90000,4
"3424",57,1,1,1,16,74371,3057,2
"3425",48,1,1,1,10,89336,45297,2
"3426",43,1,0,1,4,5000,5000,4
"3427",52,0,1,1,10,77660,46160,2
"3428",26,0,0,1,14,335011,15003,2
"3429",28,1,0,1,16,50004,50004,2
"3430",27,1,1,0,12,37456,23456,2
"3431",62,0,1,0,12,49669,25169,3
"3432",62,0,1,0,14,104994,29994,3
"3433",26,0,0,1,16,452504,77002,2
"3434",47,0,1,1,18,240600,140300,2
"3435",28,1,0,1,14,39000,39000,1
"3436",32,1,1,1,12,140000,0,2
"3437",30,1,0,1,16,68802,68802,4
"3438",41,0,0,1,8,35600,30000,3
"3439",25,1,1,0,16,92000,45000,2
"3440",39,0,0,1,14,34800,34800,1
"3441",35,1,1,1,18,173026,51013,1
"3442",48,1,1,1,12,23301,33150,2
"3443",29,0,1,1,16,137508,137508,1
"3444",49,0,0,1,14,42003,25003,2
"3445",19,0,0,0,14,130000,0,1
"3446",22,0,0,1,12,86865,35000,1
"3447",30,1,1,1,16,196170,39100,1
"3448",21,0,0,1,12,21000,21000,3
"3449",37,1,1,1,16,135088,23250,2
"3450",39,1,1,1,21,238210,129030,3
"3451",36,0,0,0,12,35097,8880,5
"3452",28,0,1,1,12,38900,10000,1
"3453",59,1,0,1,14,49182,49182,3
"3454",37,0,0,1,19,25001,25001,1
"3455",55,0,1,0,16,176034,60000,1
"3456",37,0,1,1,18,120712,80006,2
"3457",41,1,0,1,14,26000,26000,1
"3458",42,0,0,1,14,56041,56041,1
"3459",41,0,1,1,16,374872,374549,2
"3460",48,1,1,0,12,0,0,1
"3461",58,1,1,1,6,44004,16002,1
"3462",63,0,0,1,12,16500,16500,3
"3463",35,1,1,1,18,180637,131675,1
"3464",56,1,1,0,16,54030,1510,3
"3465",58,1,0,1,16,279848,75432,3
"3466",58,1,0,0,12,10644,10644,4
"3467",37,0,0,1,6,40800,40000,1
"3468",63,0,0,0,14,31150,31150,5
"3469",39,0,0,1,14,101401,101401,2
"3470",57,0,1,1,18,120020,120010,1
"3471",61,1,1,0,12,14226,11106,4
"3472",37,1,1,1,18,86612,36032,2
"3473",25,0,0,1,14,15000,15000,1
"3474",50,0,0,0,12,25912,25912,4
"3475",47,0,1,0,12,140042,65400,1
"3476",46,1,1,1,14,64713,9308,1
"3477",29,1,0,0,16,8135,8135,1
"3478",33,0,1,1,12,152054,82028,1
"3479",41,1,1,1,16,92117,63725,2
"3480",45,1,1,1,4,168800,18800,2
"3481",49,0,1,1,11,53000,38000,3
"3482",50,0,1,1,16,252275,167125,1
"3483",41,0,1,1,16,400016,400016,3
"3484",22,0,1,1,16,90000,55000,2
"3485",35,0,0,1,16,66512,66512,1
"3486",60,1,1,0,12,67160,0,3
"3487",37,1,0,1,14,24960,24960,1
"3488",45,0,1,1,14,130676,99303,3
"3489",57,0,1,1,16,100400,80400,2
"3490",45,1,1,1,16,303692,152431,4
"3491",33,0,0,1,16,45010,45010,1
"3492",50,1,1,1,16,2000,2000,3
"3493",47,1,1,1,18,125732,76000,2
"3494",53,1,1,0,12,34540,10871,3
"3495",56,1,1,1,18,168316,83261,2
"3496",62,0,1,1,19,1e+05,1e+05,2
"3497",26,0,0,1,16,257259,130000,3
"3498",53,0,1,1,18,313267,252758,3
"3499",43,0,1,1,16,261074,177921,3
"3500",25,1,0,0,12,0,0,3
"3501",25,0,0,0,12,30000,30000,3
"3502",47,1,0,1,12,48809,45279,1
"3503",50,1,1,0,12,32004,2,3
"3504",26,0,0,1,14,100017,100017,2
"3505",46,1,1,1,14,160004,52001,1
"3506",39,1,1,1,12,50000,15000,2
"3507",31,1,0,1,12,1,1,1
"3508",60,0,1,1,12,56180,40000,3
"3509",33,1,1,1,16,82535,35505,3
"3510",39,0,1,1,14,64024,55024,1
"3511",57,0,1,0,16,12604,4,4
"3512",48,0,1,1,18,96498,55498,3
"3513",54,0,0,1,12,25000,5000,5
"3514",36,1,1,1,16,69847,10000,1
"3515",56,1,1,0,16,30000,0,3
"3516",25,1,0,1,14,77180,28000,1
"3517",43,0,1,1,12,78805,40002,2
"3518",62,0,1,1,12,160503,77021,3
"3519",34,1,0,0,12,7740,7740,1
"3520",33,1,1,1,18,122050,61025,2
"3521",21,0,1,1,14,52180,30002,3
"3522",64,1,1,1,14,98290,80050,1
"3523",24,0,0,1,14,146218,16502,3
"3524",62,1,1,0,12,68010,3010,4
"3525",21,1,0,1,14,232315,26010,1
"3526",34,0,1,1,12,100306,100003,1
"3527",51,1,1,1,12,66095,24000,2
"3528",42,0,1,1,12,101985,62404,2
"3529",46,0,1,1,18,164223,108471,1
"3530",60,1,0,0,12,2012,2012,4
"3531",29,1,0,1,18,54000,54000,1
"3532",31,1,1,1,14,163485,12081,1
"3533",62,0,1,1,16,77656,70002,5
"3534",24,0,1,1,14,150002,5000,3
"3535",36,1,1,1,14,140010,70005,2
"3536",52,0,1,1,14,125000,75000,3
"3537",31,1,0,1,12,124000,28000,1
"3538",28,0,0,1,16,32005,32005,1
"3539",62,1,1,1,14,64146,17098,3
"3540",35,0,0,1,16,210105,210105,1
"3541",33,1,0,1,14,81100,31100,1
"3542",61,0,1,1,12,132290,43276,2
"3543",37,1,1,1,16,140741,40731,1
"3544",37,0,1,1,12,98008,50000,1
"3545",55,0,1,1,11,79514,38000,2
"3546",52,1,0,0,12,10000,10000,5
"3547",59,0,1,1,19,222800,226400,1
"3548",41,1,1,1,18,105014,30007,1
"3549",23,0,0,1,14,55861,15564,3
"3550",52,1,0,1,16,22002,18001,1
"3551",23,0,1,1,12,61758,24000,2
"3552",43,0,0,1,14,118726,92208,1
"3553",28,1,1,1,16,94015,47015,1
"3554",45,0,1,1,21,216389,151533,1
"3555",19,0,0,0,14,85550,13000,1
"3556",30,1,0,1,14,109066,44032,1
"3557",33,0,0,1,18,75144,75144,2
"3558",23,1,0,1,12,6000,6000,4
"3559",47,0,1,1,18,61000,51000,4
"3560",38,1,1,0,12,60568,8568,5
"3561",53,1,1,1,16,118142,50017,2
"3562",34,0,1,1,16,223310,170300,1
"3563",58,1,1,1,12,82324,34322,3
"3564",32,1,1,0,18,90020,10,2
"3565",36,1,1,1,16,93505,35105,2
"3566",32,1,0,1,14,43000,43000,1
"3567",32,0,0,1,16,122003,122003,1
"3568",34,0,0,1,14,84088,30000,1
"3569",22,0,0,1,14,30002,28500,1
"3570",20,0,0,0,12,32347,8868,3
"3571",35,1,0,1,16,128671,48115,1
"3572",44,1,0,1,12,139000,120000,3
"3573",24,0,1,0,16,37666,7786,1
"3574",44,1,1,1,16,138981,72595,2
"3575",58,1,0,0,14,49384,19980,5
"3576",32,0,0,0,14,40071,20061,2
"3577",36,0,1,1,16,86339,32016,2
"3578",45,0,1,1,16,115800,70400,3
"3579",39,1,0,1,12,20840,20840,2
"3580",37,0,1,1,12,151081,38000,2
"3581",49,0,1,1,10,22000,22000,3
"3582",36,1,1,1,16,120010,20005,2
"3583",40,1,0,1,14,47001,47001,3
"3584",32,0,1,0,14,3456,3456,1
"3585",32,0,1,0,14,43000,43000,1
"3586",19,0,0,1,14,33000,5000,2
"3587",31,0,1,1,12,49000,34000,2
"3588",64,0,1,1,12,76140,31174,3
"3589",27,0,0,1,12,17005,17005,2
"3590",56,1,1,1,18,107752,31001,1
"3591",46,1,1,1,16,120003,65003,1
"3592",53,0,1,0,8,58006,20002,2
"3593",57,0,1,1,12,227679,87284,4
"3594",27,0,1,1,12,52002,52001,2
"3595",28,1,0,1,12,0,0,2
"3596",56,1,0,1,8,77732,21300,2
"3597",34,1,1,1,16,91100,51100,2
"3598",51,1,1,0,12,42034,17,3
"3599",46,0,0,1,16,91600,91600,2
"3600",36,1,1,1,16,123010,68005,2
"3601",38,0,1,1,16,261801,176200,1
"3602",45,1,1,1,16,177006,110003,3
"3603",22,0,0,0,14,41250,5700,1
"3604",34,0,1,1,14,82050,42025,1
"3605",48,0,0,0,10,11186,11186,4
"3606",51,1,0,1,14,56010,56010,2
"3607",44,1,1,1,14,41006,41006,1
"3608",55,1,1,1,12,28000,28000,1
"3609",63,1,1,1,12,64684,23036,3
"3610",38,0,0,0,12,0,0,1
"3611",52,1,1,1,16,161000,88000,2
"3612",28,0,0,1,18,154492,60029,2
"3613",42,0,1,1,18,479861,202619,2
"3614",52,0,1,1,18,69385,36385,2
"3615",35,0,0,1,12,108288,43622,3
"3616",46,1,1,1,12,51000,35000,2
"3617",48,1,1,1,16,70000,70000,2
"3618",48,1,1,0,16,40106,103,2
"3619",47,1,1,1,16,78353,75151,3
"3620",53,0,0,1,14,50017,50017,3
"3621",48,0,1,1,12,15000,15000,2
"3622",59,0,1,1,9,88750,27200,5
"3623",61,1,1,1,14,29682,7019,3
"3624",37,1,1,0,12,32000,0,1
"3625",53,0,1,0,6,0,0,2
"3626",29,0,0,1,14,34000,34000,1
"3627",25,1,0,1,16,72009,52002,1
"3628",62,0,1,1,16,92225,51025,1
"3629",33,1,1,0,12,22919,0,2
"3630",32,1,0,1,16,30600,30600,2
"3631",56,1,0,0,12,12000,12000,4
"3632",34,0,0,0,14,0,0,1
"3633",55,0,0,1,14,31401,31401,3
"3634",26,0,0,0,9,50000,0,2
"3635",50,0,1,1,16,85050,43000,1
"3636",40,0,1,1,16,149032,149032,3
"3637",41,1,1,1,16,120000,0,2
"3638",53,1,1,1,11,61000,33000,1
"3639",51,1,1,1,16,401505,1503,3
"3640",55,1,1,1,12,113227,32005,2
"3641",37,0,1,1,16,92606,62605,1
"3642",47,1,0,1,16,12000,12000,2
"3643",58,0,0,0,11,2500,2500,1
"3644",33,0,0,0,12,20000,20000,1
"3645",29,1,1,1,12,60004,28002,1
"3646",43,0,1,1,18,104250,41025,2
"3647",57,1,1,0,12,15060,0,4
"3648",19,0,0,1,12,164341,25002,1
"3649",46,0,1,1,14,129048,84024,4
"3650",33,0,1,1,16,200633,130021,2
"3651",21,0,0,1,6,10000,10000,3
"3652",24,0,0,0,14,117009,60000,2
"3653",61,1,1,0,14,115700,0,2
"3654",58,1,0,0,14,74,74,2
"3655",21,0,0,1,14,50790,17001,2
"3656",56,1,1,0,12,31800,31800,1
"3657",21,1,0,1,14,38400,38400,2
"3658",61,1,0,1,18,10060,10060,1
"3659",24,1,0,1,16,45029,45029,1
"3660",29,0,0,1,14,36101,36101,2
"3661",38,0,1,1,8,64000,21000,3
"3662",51,1,0,1,9,13000,13000,2
"3663",23,0,0,1,14,268102,17532,2
"3664",51,0,1,0,12,14880,8640,4
"3665",24,0,0,0,12,94504,44000,1
"3666",47,1,0,1,6,20802,20802,3
"3667",61,0,1,1,12,150040,100020,4
"3668",26,0,0,0,14,126169,30000,4
"3669",27,1,1,1,16,85026,30000,2
"3670",44,0,1,1,12,71600,42000,2
"3671",24,0,0,1,16,330957,35010,2
"3672",25,1,0,1,12,109500,56000,2
"3673",34,0,1,1,14,24892,22892,4
"3674",62,0,0,0,14,65383,65383,4
"3675",24,0,0,1,12,138195,10000,3
"3676",46,1,0,0,16,36,36,1
"3677",32,1,1,1,14,80630,24603,2
"3678",37,0,1,1,18,160052,90016,2
"3679",53,0,0,0,12,0,0,3
"3680",21,1,0,0,14,5500,5500,1
"3681",57,1,1,1,14,42194,25501,3
"3682",23,0,0,0,12,8521,8521,3
"3683",47,1,1,1,12,95281,40008,1
"3684",48,0,0,0,12,17000,17000,2
"3685",22,0,0,1,16,315951,20200,1
"3686",48,1,0,1,14,27138,27138,2
"3687",26,0,0,1,16,90039,90039,1
"3688",32,0,0,1,12,27225,27225,2
"3689",53,0,1,1,16,110034,62017,2
"3690",45,0,1,1,14,45000,45000,2
"3691",50,1,1,1,16,386472,228066,1
"3692",54,0,1,1,16,152812,81008,2
"3693",34,0,1,1,16,90061,90061,2
"3694",62,1,1,1,14,56139,40000,3
"3695",54,1,0,1,12,69063,50014,3
"3696",19,0,0,0,11,135447,11,1
"3697",46,1,1,1,14,192225,9017,3
"3698",24,0,0,0,16,102886,0,3
"3699",37,0,1,1,14,42198,34998,2
"3700",57,0,1,1,12,76120,28020,3
"3701",35,1,0,1,16,27000,27000,1
"3702",27,1,0,1,12,67003,67003,1
"3703",53,0,1,1,16,73000,50000,1
"3704",34,0,0,1,12,39000,17000,3
"3705",45,0,1,1,12,52189,32000,3
"3706",53,0,1,1,16,145067,100005,3
"3707",58,0,1,1,6,100292,50002,4
"3708",26,1,0,1,14,40361,40361,1
"3709",45,1,1,1,16,234211,123024,3
"3710",43,1,1,0,14,176218,20400,4
"3711",64,1,1,1,16,37137,13000,2
"3712",38,0,1,1,14,48007,48004,2
"3713",50,1,1,1,12,55000,10000,3
"3714",43,0,1,1,12,101066,43001,3
"3715",28,1,0,1,12,70288,70288,1
"3716",54,0,1,1,18,105000,60000,1
"3717",38,1,1,0,16,10012,6,3
"3718",40,1,0,0,10,350,0,2
"3719",51,0,0,0,14,38927,38927,1
"3720",43,1,0,1,12,18200,18200,5
"3721",45,0,1,1,12,150004,102002,1
"3722",55,1,0,1,16,57865,57865,2
"3723",56,1,1,1,14,62629,62629,3
"3724",26,0,1,1,16,84600,53000,2
"3725",56,0,0,0,12,11294,0,2
"3726",24,1,0,1,14,8000,8000,2
"3727",31,1,1,1,16,481744,27524,1
"3728",53,1,1,1,12,31200,31200,3
"3729",56,0,1,1,12,24001,-9999,3
"3730",62,1,1,0,18,72084,50030,1
"3731",61,0,1,1,18,103005,73002,4
"3732",33,1,1,1,14,123203,80323,2
"3733",38,0,1,1,16,150900,137962,1
"3734",36,0,1,1,18,66000,16000,2
"3735",43,0,1,1,16,201230,100100,2
"3736",55,0,0,0,16,2000,2000,2
"3737",34,1,0,1,14,67058,67058,1
"3738",52,0,1,1,14,132109,81034,1
"3739",45,0,0,0,12,17676,8880,4
"3740",28,0,0,0,12,26400,9600,4
"3741",45,0,1,1,16,240105,87922,2
"3742",57,0,1,0,12,41076,11076,5
"3743",54,0,1,1,16,69400,54000,2
"3744",53,1,1,1,9,25216,9002,2
"3745",48,0,1,1,14,146584,48969,2
"3746",55,1,1,1,16,263700,77850,3
"3747",43,1,1,1,16,124827,62019,1
"3748",34,1,0,1,16,37002,37002,2
"3749",45,0,1,1,18,230001,2e+05,1
"3750",53,1,0,1,12,24000,24000,4
"3751",28,0,1,1,16,80024,35002,2
"3752",60,0,1,1,14,100601,49500,2
"3753",43,0,1,1,12,26000,11000,1
"3754",26,0,0,1,16,144000,110000,2
"3755",49,0,0,1,12,93220,39220,2
"3756",22,0,0,1,14,10000,10000,3
"3757",29,1,1,1,18,135080,55080,1
"3758",22,0,1,1,12,57000,31000,2
"3759",53,1,1,1,16,331683,116417,2
"3760",32,0,1,1,16,78000,43000,1
"3761",36,1,1,0,14,70018,10,2
"3762",62,1,0,1,18,89579,60029,3
"3763",50,1,1,1,18,155220,5060,2
"3764",32,0,1,1,18,175012,75005,1
"3765",26,0,0,1,14,54012,29012,2
"3766",35,0,1,0,12,161913,81830,2
"3767",31,0,0,0,16,40000,40000,1
"3768",60,0,0,1,16,129625,129625,2
"3769",25,0,0,1,12,202294,31000,3
"3770",26,0,0,0,14,4500,4500,1
"3771",20,0,0,0,14,53200,22600,1
"3772",52,0,1,1,14,330865,18735,3
"3773",41,1,0,1,12,29000,29000,3
"3774",29,1,0,1,14,77956,18000,3
"3775",21,1,0,1,14,30340,30340,2
"3776",37,0,1,1,12,86343,50143,1
"3777",31,1,0,1,18,78000,78000,1
"3778",32,0,0,1,14,70351,70351,2
"3779",50,0,1,1,12,129901,75898,1
"3780",46,0,1,1,6,50400,12000,3
"3781",27,1,1,1,14,80030,40000,1
"3782",55,0,0,1,14,60577,60577,1
"3783",20,1,0,0,14,163006,6000,2
"3784",58,0,1,1,14,102384,34748,1
"3785",25,0,0,1,16,49502,49502,3
"3786",31,1,0,1,14,20013,20013,3
"3787",49,1,1,1,12,91985,13000,2
"3788",36,0,1,1,14,84000,54000,3
"3789",34,0,0,0,8,16659,6659,4
"3790",51,1,1,1,12,53479,20916,1
"3791",41,0,1,1,18,223343,187828,1
"3792",20,1,0,1,14,113504,8504,1
"3793",21,1,1,1,12,55043,28000,1
"3794",40,1,0,1,21,65029,65029,1
"3795",64,0,1,0,12,61071,21025,4
"3796",36,1,1,1,14,103077,36039,2
"3797",39,1,1,1,12,100480,55240,3
"3798",50,0,1,1,14,141783,116169,1
"3799",39,0,1,1,18,121000,102500,2
"3800",51,1,1,1,14,50000,42000,2
"3801",32,0,0,1,12,79075,35000,2
"3802",23,0,0,1,12,21000,21000,1
"3803",35,1,0,0,18,18460,18460,2
"3804",57,1,1,1,16,107766,20001,3
"3805",31,0,1,1,12,60002,15001,2
"3806",24,1,0,1,14,45000,8000,1
"3807",44,1,1,0,12,65016,8,1
"3808",52,1,1,1,14,159711,25000,2
"3809",25,1,0,1,16,18000,18000,2
"3810",64,1,0,0,12,19264,19264,3
"3811",62,1,1,1,14,26208,1208,2
"3812",28,0,0,1,14,80400,65000,2
"3813",47,1,1,0,12,72005,0,2
"3814",37,0,1,1,11,42000,42000,2
"3815",26,0,0,0,14,194146,0,3
"3816",32,0,0,1,12,30486,30486,2
"3817",52,0,1,1,12,53803,32021,3
"3818",19,1,0,1,14,7000,7000,3
"3819",54,0,0,1,12,60728,56018,3
"3820",24,1,0,1,14,12000,12000,2
"3821",31,0,1,1,12,0,0,3
"3822",30,0,1,1,11,24960,24960,3
"3823",25,0,0,1,14,67100,67100,3
"3824",30,1,0,1,16,37098,37098,1
"3825",41,0,1,1,18,352374,268370,1
"3826",44,1,1,1,12,140018,40009,1
"3827",53,1,1,0,21,236483,483,2
"3828",51,0,1,0,12,222657,72000,2
"3829",39,0,1,1,16,175324,130162,1
"3830",34,0,0,1,14,101632,101632,1
"3831",45,0,0,1,14,70615,70508,2
"3832",35,1,1,1,16,119825,38016,1
"3833",46,0,1,1,16,119181,62176,1
"3834",51,1,1,0,16,134097,28893,2
"3835",55,1,0,1,12,16210,16210,3
"3836",26,1,0,1,8,0,0,1
"3837",34,1,1,1,12,58000,28000,1
"3838",31,0,0,1,14,39670,39670,1
"3839",47,1,1,1,12,102400,1e+05,2
"3840",27,0,1,1,12,70004,50000,1
"3841",24,0,1,1,12,41000,21000,2
"3842",43,0,1,1,14,99050,63025,1
"3843",52,1,1,1,14,184518,34015,1
"3844",31,0,0,1,16,50002,50002,1
"3845",52,0,0,0,14,27401,27380,4
"3846",20,0,0,1,14,84000,23000,1
"3847",53,0,1,0,14,65674,42017,3
"3848",36,1,0,1,14,60029,60029,1
"3849",25,1,0,1,16,24390,24390,1
"3850",37,1,0,1,12,47015,27014,2
"3851",56,1,1,1,14,119219,119219,1
"3852",54,1,1,0,14,36000,0,1
"3853",41,0,0,1,16,70000,70000,1
"3854",50,0,1,1,14,302208,124208,1
"3855",59,1,0,1,14,39002,39002,3
"3856",28,0,0,1,16,129100,29000,1
"3857",24,0,1,1,12,42017,42015,2
"3858",50,0,1,1,18,146862,105250,3
"3859",44,1,1,1,18,18107,15006,1
"3860",43,0,1,1,16,105114,105057,1
"3861",46,0,1,1,16,162409,151009,1
"3862",62,1,0,0,14,118101,5100,4
"3863",61,1,0,0,12,28620,12000,5
"3864",21,0,1,1,14,107035,48502,1
"3865",49,0,0,1,14,47288,47288,3
"3866",49,1,0,1,12,110020,110020,2
"3867",62,1,1,0,12,30002,2,4
"3868",26,1,0,1,14,71071,18061,2
"3869",51,0,1,1,14,159219,45055,2
"3870",39,0,1,1,14,160960,30100,2
"3871",46,1,0,0,11,1500,1500,4
"3872",63,1,1,1,16,34785,25174,2
"3873",61,1,1,1,16,48566,849,2
"3874",26,1,0,1,14,3506,3506,1
"3875",38,0,1,1,12,23800,20800,2
"3876",48,0,1,1,12,105977,80000,3
"3877",47,1,0,1,12,36060,36060,1
